"","BIC","MAP","SPBIC"
"iso_combo7_3380",-1166.68949700673,-56.358617478564,-1160.46296033744
"iso_combo7_3381",-1082.62536542494,27.7055141032213,-1076.39882875566
"iso_combo7_3382",-1083.45294992538,26.8779296027853,-1077.22641325609
"iso_combo7_3383",-1283.39987111734,-173.068991589179,-1277.17333444806
"iso_combo7_3384",-1281.41054667027,-171.079667142108,-1275.18401000098
"iso_combo7_3385",-1271.99638887269,-161.665509344525,-1265.7698522034
"iso_combo7_3386",-1267.63470273952,-157.303823211351,-1261.40816607023
"iso_combo7_3387",-1113.93672168654,-3.60584215837321,-1107.71018501725
"iso_combo7_3388",-1298.77607225189,-188.445192723727,-1292.5495355826
"iso_combo7_3389",-1299.308699321,-188.977819792837,-1293.08216265171
"iso_combo7_3390",-1297.26092578147,-186.93004625331,-1291.03438911219
"iso_combo7_3391",-1141.53796963982,-31.207090111651,-1135.31143297053
"iso_combo7_3392",-1300.64781306619,-190.316933538027,-1294.4212763969
"iso_combo7_3393",-1286.78441721408,-176.453537685915,-1280.55788054479
"iso_combo7_3394",-1144.02229409741,-33.6914145692439,-1137.79575742812
"iso_combo7_3395",-1287.20040386951,-176.869524341347,-1280.97386720022
"iso_combo7_3396",-1138.9460151073,-28.6151355791396,-1132.71947843802
"iso_combo7_3397",-1136.48778062905,-26.1569011008812,-1130.26124395976
"iso_combo7_3398",-1277.82088608658,-167.490006558411,-1271.59434941729
"iso_combo7_3399",-1276.68115797003,-166.350278441865,-1270.45462130074
"iso_combo7_3400",-1268.59148723515,-158.260607706989,-1262.36495056587
"iso_combo7_3401",-1121.78581557988,-11.4549360517154,-1115.55927891059
"iso_combo7_3402",-1289.03712356794,-178.706244039777,-1282.81058689865
"iso_combo7_3403",-1270.88068831733,-160.549808789168,-1264.65415164804
"iso_combo7_3404",-1125.40090372281,-15.0700241946456,-1119.17436705352
"iso_combo7_3405",-1262.22083977425,-151.889960246083,-1255.99430310496
"iso_combo7_3406",-1117.85967026588,-7.52879073771123,-1111.63313359659
"iso_combo7_3407",-1121.3303188597,-10.9994393315334,-1115.10378219041
"iso_combo7_3408",-1309.19222068747,-198.861341159308,-1302.96568401818
"iso_combo7_3409",-1282.02793169046,-171.697052162293,-1275.80139502117
"iso_combo7_3410",-1148.50466038507,-38.1737808569031,-1142.27812371578
"iso_combo7_3411",-1299.82319990038,-189.492320372212,-1293.59666323109
"iso_combo7_3412",-1145.55881852668,-35.2279389985109,-1139.33228185739
"iso_combo7_3413",-1152.48770682173,-42.156827293561,-1146.26117015244
"iso_combo7_3414",-1296.28022127458,-185.949341746417,-1290.05368460529
"iso_combo7_3415",-1131.80665673693,-21.4757772087615,-1125.58012006764
"iso_combo7_3416",-1145.03018633982,-34.6993068116607,-1138.80364967054
"iso_combo7_3417",-1137.77858178609,-27.4477022579235,-1131.5520451168
"iso_combo7_3418",-1147.4037549875,-37.0728754593401,-1141.17721831822
"iso_combo7_3419",-1178.37289047709,-68.0420109489247,-1172.1463538078
"iso_combo7_3420",-1185.10047319425,-74.7695936660824,-1178.87393652496
"iso_combo7_3421",-1190.93207761534,-80.6011980871774,-1184.70554094605
"iso_combo7_3422",-1164.8529500573,-54.522070529139,-1158.62641338802
"iso_combo7_3423",-1046.47186481727,63.8590147108943,-1040.24532814798
"iso_combo7_3424",-1167.81982318064,-57.4889436524713,-1161.59328651135
"iso_combo7_3425",-1151.82728797771,-41.4964084495468,-1145.60075130842
"iso_combo7_3426",-1157.50232787414,-47.1714483459749,-1151.27579120485
"iso_combo7_3427",-1151.86237537265,-41.5314958444819,-1145.63583870336
"iso_combo7_3428",-1028.21536585961,82.1155136685574,-1021.98882919032
"iso_combo7_3429",-1191.70022297531,-81.3693434471486,-1185.47368630603
"iso_combo7_3430",-1196.30729182289,-85.9764122947258,-1190.0807551536
"iso_combo7_3431",-1166.51368266451,-56.1828031363465,-1160.28714599522
"iso_combo7_3432",-1038.576778302,71.7541012261615,-1032.35024163272
"iso_combo7_3433",-1196.40555674834,-86.0746772201715,-1190.17902007905
"iso_combo7_3434",-1155.76181345693,-45.4309339287702,-1149.53527678765
"iso_combo7_3435",-1037.1915937371,73.1392857910668,-1030.96505706781
"iso_combo7_3436",-1164.06592091534,-53.7350413871784,-1157.83938424606
"iso_combo7_3437",-1054.65535075337,55.6755287747927,-1048.42881408408
"iso_combo7_3438",-1045.82608814068,64.5047913874832,-1039.59955147139
"iso_combo7_3439",-1269.28309559569,-158.952216067526,-1263.0565589264
"iso_combo7_3440",-1258.78421109699,-148.453331568828,-1252.5576744277
"iso_combo7_3441",-1247.76603418786,-137.435154659691,-1241.53949751857
"iso_combo7_3442",-1238.87680791256,-128.545928384399,-1232.65027124328
"iso_combo7_3443",-1088.74147777243,21.5894017557333,-1082.51494110314
"iso_combo7_3444",-1296.29278204956,-185.961902521394,-1290.06624538027
"iso_combo7_3445",-1290.05805077311,-179.727171244947,-1283.83151410382
"iso_combo7_3446",-1283.2068234991,-172.875943970932,-1276.98028682981
"iso_combo7_3447",-1101.07119559605,9.25968393211929,-1094.84465892676
"iso_combo7_3448",-1285.37528422305,-175.044404694888,-1279.14874755376
"iso_combo7_3449",-1283.91557629971,-173.584696771542,-1277.68903963042
"iso_combo7_3450",-1084.0324766997,26.2984028284626,-1077.80594003041
"iso_combo7_3451",-1265.83981072209,-155.508931193925,-1259.6132740528
"iso_combo7_3452",-1088.9076344931,21.4232450350656,-1082.68109782381
"iso_combo7_3453",-1090.88769641318,19.4431831149867,-1084.66115974389
"iso_combo7_3454",-1249.6055064376,-139.274626909435,-1243.37896976831
"iso_combo7_3455",-1258.76101240052,-148.430132872354,-1252.53447573123
"iso_combo7_3456",-1248.24904429248,-137.918164764318,-1242.02250762319
"iso_combo7_3457",-1089.31425462408,21.0166249040826,-1083.08771795479
"iso_combo7_3458",-1261.12649834249,-150.795618814322,-1254.8999616732
"iso_combo7_3459",-1248.90528512043,-138.574405592266,-1242.67874845114
"iso_combo7_3460",-1087.70976594078,22.6211135873809,-1081.4832292715
"iso_combo7_3461",-1251.33253945492,-141.001659926756,-1245.10600278563
"iso_combo7_3462",-1078.97810365175,31.352775876418,-1072.75156698246
"iso_combo7_3463",-1086.75446611506,23.5764134131019,-1080.52792944577
"iso_combo7_3464",-1293.55112552295,-183.220245994782,-1287.32458885366
"iso_combo7_3465",-1279.94353616634,-169.612656638178,-1273.71699949705
"iso_combo7_3466",-1096.93418790976,13.3966916184054,-1090.70765124047
"iso_combo7_3467",-1279.1277143069,-168.796834778737,-1272.90117763761
"iso_combo7_3468",-1099.90492970966,10.4259498185039,-1093.67839304037
"iso_combo7_3469",-1088.37217142732,21.9587081008445,-1082.14563475803
"iso_combo7_3470",-1266.26933970216,-155.938460174,-1260.04280303288
"iso_combo7_3471",-1088.28974519945,22.0411343287192,-1082.06320853016
"iso_combo7_3472",-1073.84242605967,36.4884534684902,-1067.61588939039
"iso_combo7_3473",-1103.55204605752,6.77883347064085,-1097.32550938824
"iso_combo7_3474",-1174.04382242411,-63.7129428959428,-1167.81728575482
"iso_combo7_3475",-1163.22511634442,-52.8942368162537,-1156.99857967513
"iso_combo7_3476",-1178.00173609924,-67.6708565710794,-1171.77519942996
"iso_combo7_3477",-1162.76625866491,-52.4353791367411,-1156.53972199562
"iso_combo7_3478",-1058.63378538371,51.6970941444557,-1052.40724871442
"iso_combo7_3479",-1209.97187578224,-99.6409962540746,-1203.74533911295
"iso_combo7_3480",-1213.20246729105,-102.871587762881,-1206.97593062176
"iso_combo7_3481",-1174.8190166638,-64.4881371356352,-1168.59247999451
"iso_combo7_3482",-1069.39613548094,40.934744047227,-1063.16959881165
"iso_combo7_3483",-1215.13873411269,-104.807854584526,-1208.9121974434
"iso_combo7_3484",-1164.7427245874,-54.411845059235,-1158.51618791811
"iso_combo7_3485",-1059.12431741558,51.2065621125877,-1052.89778074629
"iso_combo7_3486",-1167.29170647022,-56.9608269420513,-1161.06516980093
"iso_combo7_3487",-1073.68429207807,36.6465874500971,-1067.45775540878
"iso_combo7_3488",-1057.25945876142,53.0714207667397,-1051.03292209214
"iso_combo7_3489",-1165.35991100084,-55.0290314726784,-1159.13337433156
"iso_combo7_3490",-1180.7855428486,-70.4546633204315,-1174.55900617931
"iso_combo7_3491",-1153.2992721987,-42.9683926705402,-1147.07273552942
"iso_combo7_3492",-1062.96042517303,47.3704543551352,-1056.73388850374
"iso_combo7_3493",-1180.79741251398,-70.466532985817,-1174.57087584469
"iso_combo7_3494",-1147.00866161544,-36.6777820872798,-1140.78212494616
"iso_combo7_3495",-1056.0197134788,54.3111660493676,-1049.79317680951
"iso_combo7_3496",-1165.9183337441,-55.5874542159402,-1159.69179707482
"iso_combo7_3497",-1057.01404365704,53.3168358711196,-1050.78750698776
"iso_combo7_3498",-1055.42691875926,54.9039607689083,-1049.20038208997
"iso_combo7_3499",-1215.50594178303,-105.175062254866,-1209.27940511374
"iso_combo7_3500",-1177.23395578857,-66.9030762604068,-1171.00741911928
"iso_combo7_3501",-1066.84156903916,43.4893104890078,-1060.61503236987
"iso_combo7_3502",-1190.22262649759,-79.8917469694285,-1183.99608982831
"iso_combo7_3503",-1077.00561961336,33.3252599147995,-1070.77908294408
"iso_combo7_3504",-1060.40012629354,49.9307532346226,-1054.17358962425
"iso_combo7_3505",-1184.97003320649,-74.6391536783303,-1178.74349653721
"iso_combo7_3506",-1064.23275781446,46.0981217137088,-1058.00622114517
"iso_combo7_3507",-1052.03262790103,58.2982516271389,-1045.80609123174
"iso_combo7_3508",-1065.81769235121,44.5131871769538,-1059.59115568192
"iso_combo7_3509",-1300.17298169336,-189.842102165198,-1293.94644502408
"iso_combo7_3510",-1276.92696728711,-166.596087758949,-1270.70043061783
"iso_combo7_3511",-1281.25705756775,-170.926178039588,-1275.03052089846
"iso_combo7_3512",-1114.7822841729,-4.45140464473127,-1108.55574750361
"iso_combo7_3513",-1288.50254474233,-178.171665214169,-1282.27600807305
"iso_combo7_3514",-1257.59231132059,-147.261431792426,-1251.3657746513
"iso_combo7_3515",-1101.21651904465,9.11436048351618,-1094.98998237536
"iso_combo7_3516",-1273.22252169485,-162.891642166682,-1266.99598502556
"iso_combo7_3517",-1107.4234654418,2.90741408636893,-1101.19692877251
"iso_combo7_3518",-1109.19748676321,1.13339276495253,-1102.97095009392
"iso_combo7_3519",-1322.76695308388,-212.436073555711,-1316.54041641459
"iso_combo7_3520",-1305.23179891878,-194.90091939062,-1299.0052622495
"iso_combo7_3521",-1123.82616068797,-13.4952811598071,-1117.59962401868
"iso_combo7_3522",-1304.26070000254,-193.929820474374,-1298.03416333325
"iso_combo7_3523",-1126.5363510098,-16.2054714816314,-1120.30981434051
"iso_combo7_3524",-1129.18976172856,-18.8588822003908,-1122.96322505927
"iso_combo7_3525",-1299.14468382372,-188.813804295552,-1292.91814715443
"iso_combo7_3526",-1117.06645563987,-6.73557611171009,-1110.83991897059
"iso_combo7_3527",-1106.99323739829,3.33764212986989,-1100.76670072901
"iso_combo7_3528",-1120.1924221701,-9.86154264193829,-1113.96588550082
"iso_combo7_3529",-1275.43427955358,-165.103400025417,-1269.20774288429
"iso_combo7_3530",-1232.48086829836,-122.149988770197,-1226.25433162907
"iso_combo7_3531",-1110.0498867231,0.280992805065807,-1103.82335005381
"iso_combo7_3532",-1280.01185805814,-169.680978529977,-1273.78532138885
"iso_combo7_3533",-1114.64570884676,-4.31482931859125,-1108.41917217747
"iso_combo7_3534",-1104.01655003963,6.31432948852978,-1097.79001337035
"iso_combo7_3535",-1280.46746152887,-170.136582000711,-1274.24092485959
"iso_combo7_3536",-1096.70722216965,13.6236573585181,-1090.48068550036
"iso_combo7_3537",-1096.74886978318,13.5820097449864,-1090.52233311389
"iso_combo7_3538",-1104.59731765133,5.73356187683908,-1098.37078098204
"iso_combo7_3539",-1296.95610645269,-186.625226924524,-1290.7295697834
"iso_combo7_3540",-1120.38473772205,-10.0538581938871,-1114.15820105276
"iso_combo7_3541",-1129.99949096859,-19.6686114404207,-1123.7729542993
"iso_combo7_3542",-1131.98902281445,-21.6581432862897,-1125.76248614517
"iso_combo7_3543",-1118.31573958768,-7.98486005951929,-1112.0892029184
"iso_combo7_3544",-1145.71939521135,-35.3885156831863,-1139.49285854206
"iso_combo7_3545",-1142.18102567821,-31.8501461500496,-1135.95448900893
"iso_combo7_3546",-1148.50854875136,-38.1776692231919,-1142.28201208207
"iso_combo7_3547",-1160.34321900384,-50.0123394756766,-1154.11668233455
"iso_combo7_3548",-1126.9108088498,-16.5799293216322,-1120.68427218051
"iso_combo7_3549",-1061.53521484471,48.7956646834566,-1055.30867817542
"iso_combo7_3550",-1153.29465535197,-42.9637758238044,-1147.06811868268
"iso_combo7_3551",-1152.2567649307,-41.9258854025353,-1146.03022826141
"iso_combo7_3552",-1147.98600049459,-37.6551209664226,-1141.7594638253
"iso_combo7_3553",-1129.49995857529,-19.1690790471303,-1123.27342190601
"iso_combo7_3554",-1060.69354733426,49.6373321939056,-1054.46701066497
"iso_combo7_3555",-1150.01642074047,-39.6855412123058,-1143.78988407118
"iso_combo7_3556",-1164.48662991777,-54.1557503896082,-1158.26009324848
"iso_combo7_3557",-1145.19454925142,-34.8636697232596,-1138.96801258214
"iso_combo7_3558",-1055.52169792126,54.8091816069078,-1049.29516125197
"iso_combo7_3559",-1172.33520981665,-62.0043302884875,-1166.10867314736
"iso_combo7_3560",-1152.72986167859,-42.3989821504215,-1146.5033250093
"iso_combo7_3561",-1056.95151297051,53.379366557652,-1050.72497630122
"iso_combo7_3562",-1146.79161336315,-36.4607338349879,-1140.56507669386
"iso_combo7_3563",-1056.90869954079,53.4221799873719,-1050.6821628715
"iso_combo7_3564",-1047.57288547339,62.7579940547713,-1041.34634880411
"iso_combo7_3565",-1279.924170485,-169.593290956831,-1273.69763381571
"iso_combo7_3566",-1255.9235467354,-145.592667207237,-1249.69701006611
"iso_combo7_3567",-1246.0054275853,-135.674548057139,-1239.77889091602
"iso_combo7_3568",-1258.4210545288,-148.090175000632,-1252.19451785951
"iso_combo7_3569",-1092.93527140144,17.3956081267263,-1086.70873473215
"iso_combo7_3570",-1258.08939508546,-147.758515557293,-1251.86285841617
"iso_combo7_3571",-1271.66833367564,-161.337454147472,-1265.44179700635
"iso_combo7_3572",-1274.45308095387,-164.122201425707,-1268.22654428458
"iso_combo7_3573",-1098.8478252915,11.4830542366601,-1092.62128862222
"iso_combo7_3574",-1264.41311651382,-154.082236985658,-1258.18657984453
"iso_combo7_3575",-1264.35802137694,-154.027141848777,-1258.13148470765
"iso_combo7_3576",-1089.481979571,20.8488999571601,-1083.25544290172
"iso_combo7_3577",-1262.68868927401,-152.35780974585,-1256.46215260473
"iso_combo7_3578",-1096.61798228406,13.7128972441086,-1090.39144561477
"iso_combo7_3579",-1108.39991896927,1.93096055889634,-1102.17338229998
"iso_combo7_3580",-1259.64873894442,-149.317859416252,-1253.42220227513
"iso_combo7_3581",-1256.89954888171,-146.568669353549,-1250.67301221243
"iso_combo7_3582",-1284.25630725462,-173.925427726454,-1278.02977058533
"iso_combo7_3583",-1091.83488839401,18.495991134157,-1085.60835172472
"iso_combo7_3584",-1266.09016109325,-155.759281565089,-1259.86362442397
"iso_combo7_3585",-1261.26902440941,-150.938144881241,-1255.04248774012
"iso_combo7_3586",-1087.92766798042,22.4032115477465,-1081.70113131113
"iso_combo7_3587",-1252.41990760221,-142.089028074047,-1246.19337093292
"iso_combo7_3588",-1082.35824424053,27.9726352876332,-1076.13170757124
"iso_combo7_3589",-1108.3196536982,2.01122582996504,-1102.09311702891
"iso_combo7_3590",-1287.51397681054,-177.183097282376,-1281.28744014125
"iso_combo7_3591",-1259.5515183613,-149.220638833138,-1253.32498169201
"iso_combo7_3592",-1107.41302740925,2.91785211891317,-1101.18649073996
"iso_combo7_3593",-1261.00340472064,-150.672525192477,-1254.77686805135
"iso_combo7_3594",-1122.04502001685,-11.7141404886869,-1115.81848334756
"iso_combo7_3595",-1112.08335779849,-1.75247827032695,-1105.8568211292
"iso_combo7_3596",-1276.24445827154,-165.913578743371,-1270.01792160225
"iso_combo7_3597",-1091.54631110465,18.7845684235147,-1085.31977443536
"iso_combo7_3598",-1104.254177097,6.07670243116036,-1098.02764042772
"iso_combo7_3599",-1102.64707513291,7.68380439525299,-1096.42053846362
"iso_combo7_3600",-1148.36931274199,-38.0384332138269,-1142.1427760727
"iso_combo7_3601",-1167.20173090196,-56.8708513738004,-1160.97519423268
"iso_combo7_3602",-1163.59837756333,-53.2674980351659,-1157.37184089404
"iso_combo7_3603",-1140.80427543788,-30.4733959097155,-1134.57773876859
"iso_combo7_3604",-1070.71657000316,39.6143095249997,-1064.49003333388
"iso_combo7_3605",-1180.34635734396,-70.0154778157951,-1174.11982067467
"iso_combo7_3606",-1186.70188617853,-76.3710066503608,-1180.47534950924
"iso_combo7_3607",-1165.45208397723,-55.1212044490619,-1159.22554730794
"iso_combo7_3608",-1085.30060272066,25.0302768075068,-1079.07406605137
"iso_combo7_3609",-1189.2102788122,-78.8793992840345,-1182.98374214291
"iso_combo7_3610",-1158.39377573454,-48.0628962063712,-1152.16723906525
"iso_combo7_3611",-1077.19493886527,33.1359406628986,-1070.96840219598
"iso_combo7_3612",-1157.24320706518,-46.9123275370163,-1151.01667039589
"iso_combo7_3613",-1081.08117340113,29.2497061270369,-1074.85463673184
"iso_combo7_3614",-1077.195251332,33.1356281961672,-1070.96871466271
"iso_combo7_3615",-1164.37539613968,-54.0445166115117,-1158.14885947039
"iso_combo7_3616",-1175.81344095275,-65.4825614245871,-1169.58690428346
"iso_combo7_3617",-1159.34866481696,-49.0177852887915,-1153.12212814767
"iso_combo7_3618",-1083.42033454568,26.9105449824801,-1077.1937978764
"iso_combo7_3619",-1182.33349317332,-72.0026136451575,-1176.10695650403
"iso_combo7_3620",-1152.04643935267,-41.7155598245023,-1145.81990268338
"iso_combo7_3621",-1066.11698928419,44.2138902439772,-1059.8904526149
"iso_combo7_3622",-1146.15157467102,-35.8206951428517,-1139.92503800173
"iso_combo7_3623",-1071.33819601607,38.99268351209,-1065.11165934679
"iso_combo7_3624",-1074.5236405059,35.8072390222643,-1068.29710383661
"iso_combo7_3625",-1191.35867090958,-81.0277913814192,-1185.1321342403
"iso_combo7_3626",-1157.94637933858,-47.6154998104151,-1151.71984266929
"iso_combo7_3627",-1072.79629456342,37.5345849647471,-1066.56975789413
